sl_no,sl_no_flag,tahsil_name,tahsil_name_flag,junior_basic_villages,junior_basic_villages_flag,junior_basic_schools,junior_basic_schools_flag,senior_basic_villages,senior_basic_villages_flag,senior_basic_schools,senior_basic_schools_flag,higher_secondary_villages,higher_secondary_villages_flag,higher_secondary_schools,higher_secondary_schools_flag,college_villages,college_villages_flag,colleges,colleges_flag,other_edu_villages,other_edu_villages_flag,other_edu_institutions,other_edu_institutions_flag,hospital_villages,hospital_villages_flag,hospitals,hospitals_flag,dispensary_villages,dispensary_villages_flag,dispensaries,dispensaries_flag,mcw_villages,mcw_villages_flag,mcw_centres,mcw_centres_flag,health_centre_villages,health_centre_villages_flag,health_centres,health_centres_flag,family_planning_villages,family_planning_villages_flag,family_planning_centres,family_planning_centres_flag,other_med_villages,other_med_villages_flag,other_med_institutions,other_med_institutions_flag,power_available_villages,power_available_villages_flag,power_not_available_villages,power_not_available_villages_flag,tap_water_villages,tap_water_villages_flag,hand_pipe_villages,hand_pipe_villages_flag,well_villages,well_villages_flag,tank_villages,tank_villages_flag,river_villages,river_villages_flag,fountain_villages,fountain_villages_flag,canal_villages,canal_villages_flag,water_fall_villages,water_fall_villages_flag,lake_villages,lake_villages_flag,tube_well_villages,tube_well_villages_flag,other_water_villages,other_water_villages_flag,no_water_villages,no_water_villages_flag,pucca_road_villages,pucca_road_villages_flag,kachcha_road_villages,kachcha_road_villages_flag,pucca_kachcha_road_villages,pucca_kachcha_road_villages_flag,other_road_villages,other_road_villages_flag,post_office_villages,post_office_villages_flag,post_offices,post_offices_flag,telegraph_office_villages,telegraph_office_villages_flag,telegraph_offices,telegraph_offices_flag,post_telegraph_villages,post_telegraph_villages_flag,post_telegraph_offices,post_telegraph_offices_flag,telephone_villages,telephone_villages_flag,telephones,telephones_flag,row_type,reference_target,requires_review,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
4,,Salempur,,314,,321,,59,,60,,22,,22,,4,,4,,1,,...,,4,,4,,2,,2,,1,,1,,1,,1,,...,,...,,...,,...,,104,,"1,126",,...,,210,,"1,096",,3,,...,,...,,...,,...,,...,,...,,...,,...,,184,,817,,...,,30,,80,,80,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,deoria_tehsil_1971,Deoria,Uttar Pradesh,1971,format_003,deoria_tehsil_001,deoria_tehsil_1971.pdf,9baeec9d9c0555f807020692d2db4a50483b257052e61cbb43f4b9414776c49a,381,382,364,365,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:57:42.809714+00:00
,,District Total (Rural),,"1,237",,"1,253",,188,,189,,57,,57,,12,,12,,3,,...,,22,,22,,23,,23,,2,,2,,4,,4,,7,,7,,...,,...,,767,,"3,040",,...,,"1,533",,"3,532",,4,,53,,...,,...,,...,,41,,...,,...,,...,,720,,"2,512",,46,,100,,240,,240,,...,,...,,7,,7,,1,,1,,TOTAL,,False,4,deoria_tehsil_1971,Deoria,Uttar Pradesh,1971,format_003,deoria_tehsil_001,deoria_tehsil_1971.pdf,9baeec9d9c0555f807020692d2db4a50483b257052e61cbb43f4b9414776c49a,381,382,364,365,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:57:42.809714+00:00
1,,Kasganj,,209,,228,,31,,35,,8,,8,,.,,...,,...,,...,,7,,7,,7,,7,,3,,3,,1,,1,,4,,4,,...,,...,,123,,403,,...,,313,,489,,...,,...,,...,,...,,...,,...,,...,,...,,...,,110,,151,,24,,68,,46,,46,,...,,...,,4,,4,,5,,5,,ORDINARY,,False,0,etah_tehsil_1971,Etah,Uttar Pradesh,1971,format_003,etah_tehsil_001,etah_tehsil_1971.pdf,1934e021624e29c090c03cae49d334b3bb0f571a6478e4977e0b4f7c8525ba87,189,190,170,171,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:01:37.768404+00:00
2,,Jalesar,,104,,118,,27,,28,,3,,3,,.,,.,,.,,.,,...,,...,,4,,4,,1,,1,,1,,1,,2,,2,,...,,...,,34,,128,,...,,16,,161,,...,,...,,...,,...,,...,,...,,15,,...,,...,,15,,56,,9,,75,,23,,23,,...,,...,,2,,2,,1,,1,,ORDINARY,,False,1,etah_tehsil_1971,Etah,Uttar Pradesh,1971,format_003,etah_tehsil_001,etah_tehsil_1971.pdf,1934e021624e29c090c03cae49d334b3bb0f571a6478e4977e0b4f7c8525ba87,189,190,170,171,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:01:37.768404+00:00
3,,Etah,,203,,241,,37,,41,,11,,12,,2,,2,,.,,.,,11,,11,,4,,4,,2,,2,,...,,...,,4,,4,,...,,...,,86,,406,,...,,120,,474,,...,,...,,...,,4,,...,,...,,15,,...,,...,,166,,102,,14,,32,,68,,68,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,2,etah_tehsil_1971,Etah,Uttar Pradesh,1971,format_003,etah_tehsil_001,etah_tehsil_1971.pdf,1934e021624e29c090c03cae49d334b3bb0f571a6478e4977e0b4f7c8525ba87,189,190,170,171,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:01:37.768404+00:00
4,,Aliganj,,193,,204,,32,,36,,5,,8,,...,,...,,1,,1,,4,,4,,7,,7,,2,,2,,2,,2,,2,,2,,...,,...,,56,,383,,...,,278,,398,,8,,2,,...,,2,,...,,...,,21,,...,,...,,34,,163,,...,,56,,48,,48,,...,,...,,2,,2,,1,,1,,ORDINARY,,False,3,etah_tehsil_1971,Etah,Uttar Pradesh,1971,format_003,etah_tehsil_001,etah_tehsil_1971.pdf,1934e021624e29c090c03cae49d334b3bb0f571a6478e4977e0b4f7c8525ba87,189,190,170,171,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:01:37.768404+00:00
,,District Total,,709,,791,,127,,140,,27,,31,,2,,2,,1,,1,,22,,22,,22,,22,,8,,8,,4,,4,,12,,12,,...,,...,,299,,"1,320",,...,,757,,"1,522",,8,,2,,...,,6,,...,,...,,36,,...,,...,,325,,472,,56,,231,,185,,185,,...,,...,,9,,9,,7,,7,,TOTAL,,False,4,etah_tehsil_1971,Etah,Uttar Pradesh,1971,format_003,etah_tehsil_001,etah_tehsil_1971.pdf,1934e021624e29c090c03cae49d334b3bb0f571a6478e4977e0b4f7c8525ba87,189,190,170,171,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:01:37.768404+00:00
1,,Bidhuna,,190,,207,,39,,42,,15,,15,,...,,...,,...,,...,,8,,8,,5,,5,,...,,...,,...,,...,,2,,2,,...,,...,,1,,432,,...,,92,,404,,...,,...,,...,,...,,...,,...,,...,,...,,Nil,,69,,33,,7,,5,,35,,35,,...,,...,,3,,3,,2,,2,,ORDINARY,,False,0,etawah_tehsil_1971,Etawah,Uttar Pradesh,1971,format_003,etawah_tehsil_001,etawah_tehsil_1971.pdf,e4b55b17102cba49f3a8ebad4a044343032eec31c4424bcd4140cab622889de6,180,181,162,163,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:04:13.864197+00:00
2,,Auraiya,,210,,230,,44,,46,,8,,8,,4,,5,,...,,...,,...,,...,,9,,9,,2,,2,,...,,...,,1,,1,,2,,2,,22,,427,,.,,113,,590,,17,,11,,...,,...,,...,,...,,3,,...,,Nil,,98,,76,,9,,16,,40,,40,,...,,...,,4,,4,,...,,...,,ORDINARY,,False,1,etawah_tehsil_1971,Etawah,Uttar Pradesh,1971,format_003,etawah_tehsil_001,etawah_tehsil_1971.pdf,e4b55b17102cba49f3a8ebad4a044343032eec31c4424bcd4140cab622889de6,180,181,162,163,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:04:13.864197+00:00
3,,Etawah,,174,,197,,26,,29,,6,,6,,...,,...,,...,,...,,6,,6,,6,,6,,2,,2,,2,,2,,5,,5,,...,,...,,68,,294,,6,,345,,5,,5,,.,,3,,...,,...,,18,,...,,...,,Nil,,95,,135,,34,,39,,39,,39,,...,,...,,2,,2,,2,,2,,ORDINARY,,False,2,etawah_tehsil_1971,Etawah,Uttar Pradesh,1971,format_003,etawah_tehsil_001,etawah_tehsil_1971.pdf,e4b55b17102cba49f3a8ebad4a044343032eec31c4424bcd4140cab622889de6,180,181,162,163,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:04:13.864197+00:00
4,,Bharthana,,206,,213,,44,,46,,11,,12,,...,,...,,...,,...,,10,,10,,4,,4,,9,,9,,...,,...,,1,,1,,...,,...,,114,,197,,81,,307,,1,,4,,...,,...,,9,,...,,...,,Nil,,,,,,57,,120,,12,,11,,41,,41,,...,,...,,3,,3,,1,,1,,ORDINARY,,False,3,etawah_tehsil_1971,Etawah,Uttar Pradesh,1971,format_003,etawah_tehsil_001,etawah_tehsil_1971.pdf,e4b55b17102cba49f3a8ebad4a044343032eec31c4424bcd4140cab622889de6,180,181,162,163,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:04:13.864197+00:00
1,,Faizabad,,204,,219,,18,,18,,2,,2,,...,,...,,1,,1,,3,,3,,6,,6,,1,,1,,2,,2,,4,,4,,...,,...,,224,,184,,...,,28,,377,,...,,7,,...,,...,,...,,...,,16,,...,,...,,119,,286,,...,,...,,48,,48,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,0,faizabad_tehsil_1971,Faizabad,Uttar Pradesh,1971,format_003,faizabad_tehsil_001,faizabad_tehsil_1971.pdf,d35cb3766fdbd066fcb1bb315e20b1d9d4ee8cf4cccb10a7d5331f611a62a59b,296,297,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:08:41.904237+00:00
2,,Bikapur,,267,,276,,15,,15,,5,,5,,4,,4,,...,,...,,5,,5,,2,,2,,1,,1,,3,,3,,2,,2,,...,,...,,377,,254,,...,,4,,628,,...,,...,,...,,...,,...,,...,,3,,...,,...,,131,,513,,...,,...,,72,,72,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,1,faizabad_tehsil_1971,Faizabad,Uttar Pradesh,1971,format_003,faizabad_tehsil_001,faizabad_tehsil_1971.pdf,d35cb3766fdbd066fcb1bb315e20b1d9d4ee8cf4cccb10a7d5331f611a62a59b,296,297,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:08:41.904237+00:00
3,,Akbarpur,,313,,327,,35,,36,,16,,16,,...,,...,,2,,2,,7,,7,,14,,14,,14,,14,,4,,4,,15,,15,,...,,...,,300,,605,,...,,763,,901,,...,,8,,...,,15,,...,,...,,...,,...,,.,,262,,417,,...,,...,,81,,81,,...,,...,,7,,7,,...,,...,,ORDINARY,,False,2,faizabad_tehsil_1971,Faizabad,Uttar Pradesh,1971,format_003,faizabad_tehsil_001,faizabad_tehsil_1971.pdf,d35cb3766fdbd066fcb1bb315e20b1d9d4ee8cf4cccb10a7d5331f611a62a59b,296,297,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:08:41.904237+00:00
4,,Tanda,,220,,235,,29,,31,,5,,5,,1,,1,,...,,...,,4,,4,,1,,1,,7,,7,,...,,...,,3,,3,,...,,...,,147,,709,,...,,64,,757,,...,,2,,...,,...,,...,,...,,...,,...,,...,,132,,548,,...,,...,,56,,56,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,faizabad_tehsil_1971,Faizabad,Uttar Pradesh,1971,format_003,faizabad_tehsil_001,faizabad_tehsil_1971.pdf,d35cb3766fdbd066fcb1bb315e20b1d9d4ee8cf4cccb10a7d5331f611a62a59b,296,297,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:08:41.904237+00:00
,,District Total (Rural),,"1,004",,"1,057",,97,,100,,28,,28,,5,,5,,3,,3,,19,,19,,23,,23,,23,,23,,9,,9,,24,,24,,...,,...,,"1,048",,"1,752",,...,,859,,"2,663",,...,,17,,...,,15,,...,,...,,19,,...,,...,,644,,"1,764",,...,,...,,257,,257,,...,,...,,11,,11,,...,,...,,TOTAL,,False,4,faizabad_tehsil_1971,Faizabad,Uttar Pradesh,1971,format_003,faizabad_tehsil_001,faizabad_tehsil_1971.pdf,d35cb3766fdbd066fcb1bb315e20b1d9d4ee8cf4cccb10a7d5331f611a62a59b,296,297,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:08:41.904237+00:00
1,,Kaimganj,,152,,162,,24,,27,,5,,6,,...,,...,,...,,...,,10,,11,,3,,3,,1,,1,,2,,2,,1,,1,,...,,...,,49,,394,,...,,10,,412,,...,,...,,...,,...,,...,,...,,6,,...,,...,,48,,273,,22,,60,,21,,21,,...,,...,,2,,2,,1,,1,,ORDINARY,,False,0,farrukhabad_tehsil_1971,Farrukhabad,Uttar Pradesh,1971,format_003,farrukhabad_tehsil_001,farrukhabad_tehsil_1971.pdf,6083c26d15ce962dfe7fac146f6e5b76fac4705929ae793fd3cf426e8b4b5213,190,191,180,181,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:14:42.067901+00:00
2,,Farrukhabad,,210,,230,,43,,49,,10,,11,,...,,...,,...,,...,,8,,9,,8,,8,,7,,8,,1,,1,,1,,1,,...,,...,,229,,349,,10,,11,,518,,...,,1,,...,,...,,...,,...,,8,,...,,...,,60,,349,,59,,56,,55,,55,,1,,1,,2,,2,,4,,4,,ORDINARY,,False,1,farrukhabad_tehsil_1971,Farrukhabad,Uttar Pradesh,1971,format_003,farrukhabad_tehsil_001,farrukhabad_tehsil_1971.pdf,6083c26d15ce962dfe7fac146f6e5b76fac4705929ae793fd3cf426e8b4b5213,190,191,180,181,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:14:42.067901+00:00
3,,Chhibramau,,179,,216,,37,,39,,14,,17,,2,,2,,...,,...,,11,,12,,2,,2,,4,,4,,1,,1,,3,,3,,...,,...,,89,,305,,1,,93,,388,,...,,...,,...,,...,,...,,...,,...,,...,,...,,68,,197,,14,,13,,45,,45,,2,,2,,3,,3,,...,,...,,ORDINARY,,False,2,farrukhabad_tehsil_1971,Farrukhabad,Uttar Pradesh,1971,format_003,farrukhabad_tehsil_001,farrukhabad_tehsil_1971.pdf,6083c26d15ce962dfe7fac146f6e5b76fac4705929ae793fd3cf426e8b4b5213,190,191,180,181,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:14:42.067901+00:00
4,,Kannauj,,165,,194,,38,,49,,7,,9,,...,,...,,...,,...,,16,,17,,4,,4,,5,,5,,...,,...,,4,,6,,...,,...,,111,,258,,...,,1,,342,,...,,7,,...,,2,,...,,...,,13,,...,,...,,33,,240,,18,,54,,37,,37,,...,,...,,7,,7,,1,,1,,ORDINARY,,False,3,farrukhabad_tehsil_1971,Farrukhabad,Uttar Pradesh,1971,format_003,farrukhabad_tehsil_001,farrukhabad_tehsil_1971.pdf,6083c26d15ce962dfe7fac146f6e5b76fac4705929ae793fd3cf426e8b4b5213,190,191,180,181,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:14:42.067901+00:00
,,District Total (Rural),,706,,802,,142,,164,,36,,43,,2,,2,,...,,...,,45,,49,,17,,17,,17,,18,,2,,2,,9,,11,,...,,...,,478,,"1,306",,11,,115,,"1,660",,...,,8,,...,,2,,...,,...,,27,,...,,...,,209,,"1,059",,113,,183,,158,,158,,3,,3,,14,,14,,6,,6,,TOTAL,,False,4,farrukhabad_tehsil_1971,Farrukhabad,Uttar Pradesh,1971,format_003,farrukhabad_tehsil_001,farrukhabad_tehsil_1971.pdf,6083c26d15ce962dfe7fac146f6e5b76fac4705929ae793fd3cf426e8b4b5213,190,191,180,181,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:14:42.067901+00:00
1,,Bindki,,225,,254,,37,,43,,5,,5,,...,,...,,...,,...,,,,3,,15,,15,,...,,...,,...,,...,,1,,1,,...,,...,,87,,336,,...,,390,,6,,...,,...,,...,,...,,...,,...,,...,,...,,...,,111,,156,,13,,40,,45,,45,,...,,...,,4,,4,,2,,2,,ORDINARY,,False,0,fatehpur_tehsil_1971,Fatehpur,Uttar Pradesh,1971,format_003,fatehpur_tehsil_001,fatehpur_tehsil_1971.pdf,7000e1f05948485068f79fb232b0a41bb57d029e8126a601ad7d7cf5965d2334,178,179,156,157,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:16:32.506573+00:00
2,,Fatehpur,,215,,234,,34,,39,,11,,11,,...,,...,,...,,...,,,,6,,7,,16,,17,,6,,6,,...,,...,,5,,5,,...,,52,,486,,...,,"1,474",,...,,6,,...,,...,,...,,...,,1,,...,,...,,...,,106,,122,,12,,38,,58,,58,,...,,...,,4,,4,,5,,5,,ORDINARY,,False,1,fatehpur_tehsil_1971,Fatehpur,Uttar Pradesh,1971,format_003,fatehpur_tehsil_001,fatehpur_tehsil_1971.pdf,7000e1f05948485068f79fb232b0a41bb57d029e8126a601ad7d7cf5965d2334,178,179,156,157,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:16:32.506573+00:00
3,,Khaga,,178,,196,,25,,27,,11,,11,,...,,...,,...,,...,,,,6,,6,,...,,...,,5,,5,,1,,1,,5,,5,,...,,19,,550,,...,,486,,...,,1,,...,,...,,...,,...,,...,,...,,...,,...,,50,,181,,15,,30,,46,,46,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,2,fatehpur_tehsil_1971,Fatehpur,Uttar Pradesh,1971,format_003,fatehpur_tehsil_001,fatehpur_tehsil_1971.pdf,7000e1f05948485068f79fb232b0a41bb57d029e8126a601ad7d7cf5965d2334,178,179,156,157,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:16:32.506573+00:00
,,District Fatehpur,,618,,684,,96,,109,,27,,27,,...,,...,,...,,...,,,,15,,16,,31,,32,,11,,11,,1,,1,,11,,11,,...,,158,,"1,372",,...,,"2,350",,...,,13,,...,,1,,...,,...,,...,,...,,...,,...,,267,,459,,40,,108,,149,,149,,...,,...,,11,,11,,7,,7,,TOTAL,,False,3,fatehpur_tehsil_1971,Fatehpur,Uttar Pradesh,1971,format_003,fatehpur_tehsil_001,fatehpur_tehsil_1971.pdf,7000e1f05948485068f79fb232b0a41bb57d029e8126a601ad7d7cf5965d2334,178,179,156,157,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:16:32.506573+00:00
1,,Pauri,,355,,357,,39,,39,,13,,13,,...,,...,,7,,7,,15,,15,,...,,...,,4,,4,,...,,...,,...,,...,,...,,...,,1,,"1,392",,353,,...,,...,,...,,35,,724,,...,,175,,...,,...,,109,,...,,193,,"1,217",,21,,...,,79,,79,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,0,garhwal_tehsil_1971,Garhwal,Uttar Pradesh,1971,format_003,garhwal_tehsil_001,garhwal_tehsil_1971.pdf,92289313c3a7b52f991ea7da9e2007a9610a51d9af3e3b59f2111a90e7ec47b1,355,356,336,337,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:19:02.550677+00:00
2,,Lansdowne,,496,,497,,49,,49,,13,,13,,...,,...,,5,,5,,21,,21,,...,,...,,12,,12,,...,,...,,4,,4,,...,,...,,2,,"2,173",,425,,...,,...,,...,,124,,"1,065",,...,,445,,...,,...,,103,,...,,183,,"1,992",,12,,...,,121,,121,,...,,...,,10,,10,,...,,...,,ORDINARY,,False,1,garhwal_tehsil_1971,Garhwal,Uttar Pradesh,1971,format_003,garhwal_tehsil_001,garhwal_tehsil_1971.pdf,92289313c3a7b52f991ea7da9e2007a9610a51d9af3e3b59f2111a90e7ec47b1,355,356,336,337,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:19:02.550677+00:00
,,District Total (Rural),,851,,854,,88,,88,,26,,26,,...,,...,,12,,12,,36,,36,,...,,...,,16,,16,,...,,...,,4,,4,,...,,...,,3,,"3,565",,778,,...,,...,,...,,159,,"1,789",,...,,620,,...,,...,,212,,...,,316,,"3,219",,33,,...,,200,,200,,...,,...,,11,,11,,...,,...,,TOTAL,,False,2,garhwal_tehsil_1971,Garhwal,Uttar Pradesh,1971,format_003,garhwal_tehsil_001,garhwal_tehsil_1971.pdf,92289313c3a7b52f991ea7da9e2007a9610a51d9af3e3b59f2111a90e7ec47b1,355,356,336,337,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:19:02.550677+00:00
1,,Balrampur,,303,,309,,11,,11,,2,,2,,...,,...,,...,,...,,6,,6,,2,,2,,2,,2,,1,,1,,7,,7,,...,,...,,85,,567,,...,,9,,639,,...,,...,,...,,...,,...,,...,,...,,...,,...,,117,,275,,23,,23,,58,,58,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,0,gonda_tehsil_1971,Gonda,Uttar Pradesh,1971,format_003,gonda_tehsil_001,gonda_tehsil_1971.pdf,ad29d8df99d34b0bdf2c60bb42fecb51579451f4648a443c308e4ef1f54d339a,293,294,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:22:10.906933+00:00
2,,Utraula,,334,,358,,19,,19,,7,,8,,1,,1,,...,,...,,14,,14,,7,,7,,7,,7,,1,,1,,12,,12,,1,,1,,101,,742,,...,,674,,836,,...,,...,,...,,...,,...,,...,,...,,...,,...,,92,,674,,42,,20,,78,,78,,1,,1,,...,,...,,1,,1,,ORDINARY,,False,1,gonda_tehsil_1971,Gonda,Uttar Pradesh,1971,format_003,gonda_tehsil_001,gonda_tehsil_1971.pdf,ad29d8df99d34b0bdf2c60bb42fecb51579451f4648a443c308e4ef1f54d339a,293,294,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:22:10.906933+00:00
3,,Gonda,,356,,385,,18,,20,,4,,4,,2,,2,,2,,2,,,,7,,8,,8,,1,,1,,1,,1,,14,,15,,...,,...,,131,,652,,...,,545,,783,,...,,...,,...,,...,,...,,...,,8,,...,,...,,108,,153,,2,,144,,76,,76,,1,,1,,4,,4,,...,,...,,ORDINARY,,False,2,gonda_tehsil_1971,Gonda,Uttar Pradesh,1971,format_003,gonda_tehsil_001,gonda_tehsil_1971.pdf,ad29d8df99d34b0bdf2c60bb42fecb51579451f4648a443c308e4ef1f54d339a,293,294,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:22:10.906933+00:00
4,,Tarabganj,,327,,355,,22,,24,,8,,9,,...,,...,,1,,1,,5,,5,,9,,9,,2,,2,,...,,...,,21,,21,,...,,...,,81,,479,,...,,293,,553,,...,,17,,...,,...,,...,,...,,33,,...,,...,,63,,279,,33,,38,,65,,65,,...,,...,,...,,3,,2,,2,,ORDINARY,,False,3,gonda_tehsil_1971,Gonda,Uttar Pradesh,1971,format_003,gonda_tehsil_001,gonda_tehsil_1971.pdf,ad29d8df99d34b0bdf2c60bb42fecb51579451f4648a443c308e4ef1f54d339a,293,294,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:22:10.906933+00:00
